,Tweet
4287,"政治家の前に人として最低だな💢👎😡
#自民党は利権と汚職と税金泥棒 
#ワクチン後遺症 
#ワクチン接種後死亡 https://t.co/H3GyK2QYCA"
4288,"まだリニア新幹線やる気で工事進んでるのか😠

こんな狭い日本、在来の新幹線だけでもう十分。十分でないと思うのは利権に巣くう政治家や資本家たち。

#リニアは全く不要 ‼️
#環境破壊反対 ‼️
#生活破壊反対 ‼️
https://t.co/YUsFpTfzDs"
4289,"@nomorepropagand @HXTuJJPn9sDYlih @TMT69J @Moka_Wisdom @craneopesan @52X4eOjW5zC5AVC ○○なの？
インフレ率＝名目金利ならば、インフレ率分金利がつくので、減価しないんだが？
わるいが、あんたは私の数少ない殿堂入りだな。"
4290,@567johoshushu 本当何もわかっていない。
4291,Qアノン、日本発の言論プラットフォームから世界的な新しい価値観や政治思想や社会運動が登場したという歴史上あまりない大きな出来事なのではという気もするで。
4292,"政治家は食事会で物を決めるのが通例か💢
和泉健太と馬場代表が3回も会食😹
確か、自民も会食で物事決めてたよな💢"
4293,@antitaxhike これが国民の所得倍増とか平気でいう政府、政治屋の所業よねぇ。 自衛官も人だってのに。国民だってぇのに。国民を守る国民の扱いがこれじゃあぁっておもいます。
4294,"#無策無能で国民から総スカンの岸田首相🔥
#岸田はますます米国に媚びるだろう🔥
#憲法違反を繰り返す首相はアウトだ🔥
同感です。💓
日刊ゲンダイDIGITALさんのおっしゃる通りです。💘

❌国民に奉仕する気持ちを持たない政治家はアウトだ
❤️‍🔥今までと間逆の政治をすれば国民から受け入れられる https://t.co/Asts4kGWOg"
4295,ホルスが王になってから何が変わった？あんな子供に政治ができるわけないだろ。
4296,@oNr1HRMEKZ52jlN ヾ(๑╹◡╹)ﾉ”　おのれ怪人フォロバ💯うさぎ野郎め、多数決で政治が決まるなんて民主主義ではない！
4297,「記憶にない」と言い張るどこぞの市長とか悪事を働く政治家にも着用を義務付けよう https://t.co/LO7hjfLgzA
4298,「今の政治家は交通巡査だ。目の前に来た車をさばいているだけだ。それだけで警視総監にはなりたがる。政治家も財界のお偉方も志がない。立場で手に入れただけの権力を自分の能力だと勘違いしている奴が多い」白洲次郎
4299,国から国民への愛が感じられんもんな。国や政治家に愛情を持てんよw
4300,"@ZizzREF 共産党が掲げていた「市民の政治参加」なのであります！！
共産党の夢が叶いつつあるのであります！！"
4301,"バフムートは戦局に決定的な影響を与えるような重要拠点じゃないと言われてるのにね。

軍事的意味より政治的意味が重要視されてるという点スターリングラードみたいだ。"
4302,『大学』八条目1：冒頭の３つの道を三綱領と言い、八条目ではそのうち明徳の修己と親民の治人を詳述する。八条目では、天下泰平のためにはまず国、国を治めるためにはまず家、家を斉（ととの）えるためにはまずわが身一身、とおさめる順序をつけ、天下国家の政治もその根本は一身の修養にあると説く。
4303,"他にもあるだろうに。やりだしたら、キリがない。やっぱり韓国が絡んでるからでしょ。
---------------
「反社会的集団だから潰せ」でいいのか　解散命令への政治学者の疑問：朝日新聞デジタル https://t.co/cXXounwMoD"
4304,また政治的に正しくない本を… https://t.co/h2LQ4bEsye
4305,@rkayama 好きなのは政治ネタじゃなくて嘘デマだろ。
4306,日本は選挙の為の政治活動 https://t.co/fQIHTJYRJh
4307,やります。日本では全然ですが、海外ではスタートアップが政治とも密接に連携しています。地域を盛り上げていく上では政治にノータッチのままでいいわけない。ということでスタートアップが政治とかけ合わさることでどう地域が盛り上がるかについてガンガン突っ込んでいきたいと思います！！ https://t.co/MV3lFJpv1j
4308,"政治家たちが、
『マスクを外そう！』
と騒ぎ立てて、
感染爆発をして医療逼迫したら、
訂正もせず、しらーっと黙り込む

ってそんなことしてくださった政治家今のところまだ見た事ないのですが。 https://t.co/RJgK3eEEVs"
4309,"政治的に数字を矮小化するなら日本方式がいちばんインチキができる。
#報道1930"
4310,@CircOkra 【🎤ズンずんズンずんどっこ🎼】 https://t.co/TJsBrEeaz4
4311,"改憲も
創憲も
いらない。

戦争したいなら
やりたい政治家自身が
勝手に戦地へ行ってこい。

＃政治家自ら改憲しようとすることは違憲"
4312,"Meet 神谷宗幣, Twitter’s new CEO.
#これでイーロンから返事がくるぜw https://t.co/iTUlUz8GQw"
4313,そしてこの国の政治家達は、経費と称した公費で高級レストランで会食三昧、防衛費のために増税した首相は「これで年が越せる」と喜んだという地獄。 https://t.co/3nkwehs2ME
4314,全裸中年男性の股間であたためられるふわふわのくまさん #国際政治ch
4315,電車ででかい声で政治やら熱く語るお爺さんがいたけど意見自体は割とまともだったから草が生えてしまった
4316,"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● でも眠い
● どうすればいいですか？
● 惜しい！まだ寝てない！
● 経済や社会や政治に興味があれば…
#質問箱 #匿名質問募集中

https://t.co/M0tSDresi9"
4317,"今までの政治の失敗がここまで苦しめてる事に国会議員には認識してもらいたいですね
#皆が年越せるよう一律に給付金配れ"
4318,"「浄財」＝利得や報酬を考えないで寄付するお金
日本共産党のお金に対する意識は「シュールな笑」を提供してくれます🤣

もっと日本共産党/政党助成金なぜ受け取らない？/国民本位の政治貫くため https://t.co/W2PEth96qG"
4319,"その通りです。
アベは日本政治をボロボロにしたね！
わかる人にはわかってる。
しかし、気がつかない人がいるのがわからない！ https://t.co/TLn2sUpVOu"
4320,旧太陽系議員とか未来が分裂とか、政治関連ニュースのSF化が進んでいるような気がする
4321,"これは冗談でもフィクションでも陰謀でもない

世界経済フォーラムで経済エリートたちは世界中の人口を5億人まで減らす計画を発表しています

人為的なパンデミックや毒ワクチンは計画の一部で、🇺🇦🇷🇺戦争や日本のクソみたいな政治も計画の一部だと思われる https://t.co/AYRneBvZCz"
4322,@Fa0PI9592xdswhQ あ、本当ですか。これに関しては鈍感力持っててよかったと思いましたが、よく考えると匂いは感じず体に異変が起こったら危険を察知できないのでやはり匂いは感知できた方がよいですね。
4323,"政治系YouTuberのhirokumaさんです😌

今回は安倍元首相の銃撃事件の山上容疑者の捜査機関の話についてですね😯

私は山上容疑者は２発空砲を撃ったのみで犯人は他にいるという考えです。奈良県警、捜査機関の説明を求めたいですね🤔

見てみてはいかがでしょうか https://t.co/YSKnJnw5jV"
4324,山本太郎「「はい、終わり。日本は終わりです。みなさん日本から脱出しましょう」」　https://t.co/SDq1nZ8QOm #円形脱毛症 #被ばく #放射能汚染
4325,枝野幸男「もし、この国で立憲主義が確保されないなら亡命する」
